Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice_log,SalePrice
554,20,RL,67.0,8777,eNA,Reg,Lvl,Inside,Gtl,Edwards,Feedr,1Fam,1Story,4,5,1949,2003,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,eNA,eNA,eNA,eNA,0,eNA,0,0,105,Ex,Y,SBrkr,1126,0,1126,0,0,2,0,2,1,Gd,5,Typ,0,eNA,Detchd,2002.0,Fin,2,520,TA,TA,N,0,96,0,0,MnPrv,0,5,2009,WD,Normal,11.589886506106357,108000
1121,30,RM,59.0,8263,eNA,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,Gable,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1012,1012,TA,Y,FuseA,1012,0,1012,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920.0,Unf,1,308,TA,TA,Y,0,22,112,0,MnPrv,0,5,2007,WD,Normal,11.681824001432043,118400
254,80,RL,85.0,9350,eNA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,Hip,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,Ex,Y,SBrkr,1302,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,eNA,Attchd,1964.0,RFn,1,309,TA,TA,Y,333,0,0,0,MnPrv,0,10,2007,CWD,Normal,11.970350312009105,158000
360,60,RL,78.0,12011,eNA,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,Ex,Y,SBrkr,1086,838,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2,592,TA,TA,Y,208,75,0,374,eNA,0,6,2006,WD,Normal,12.542544882151386,280000
904,20,RL,50.0,14859,eNA,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,Ex,Y,SBrkr,1670,0,1670,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,144,60,0,0,eNA,0,8,2006,New,Partial,12.388394202324129,240000
1285,50,RL,50.0,9638,eNA,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,Ex,Y,SBrkr,1699,748,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,42,116,eNA,0,3,2010,WD,Normal,12.037653993905211,169000
1037,20,RL,89.0,12898,eNA,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2007,2008,Hip,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,Ex,Y,SBrkr,1620,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008.0,Fin,3,912,TA,TA,Y,228,0,0,0,eNA,0,9,2009,WD,Normal,12.661913960963405,315500
865,20,FV,72.0,8640,eNA,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,Ex,Y,SBrkr,1372,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,eNA,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,140,0,0,eNA,0,5,2008,New,Partial,12.431533509799543,250580
609,70,RL,78.0,12168,eNA,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,6,1934,1998,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428,Unf,0,537,965,TA,Y,SBrkr,1940,1254,2728,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2,380,TA,TA,Y,0,0,0,0,eNA,0,9,2007,WD,Alloca,12.791356180214175,359100
273,60,RL,92.0,11764,eNA,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,Ex,Y,SBrkr,1164,1106,2270,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3,671,TA,TA,Y,132,57,0,0,eNA,0,4,2010,WD,Normal,12.577636201962656,290000
602,50,RM,50.0,9000,eNA,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,780,780,TA,Y,SBrkr,780,595,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,126,eNA,0,12,2007,WD,Normal,11.856515169360305,141000
118,20,RL,74.0,8536,eNA,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Gd,Y,SBrkr,1125,0,1125,0,0,1,1,2,1,TA,5,Typ,0,eNA,Attchd,2007.0,Unf,2,430,TA,TA,Y,80,64,0,0,eNA,0,4,2007,New,Partial,11.951180395901384,155000
265,30,RM,30.0,5232,Grvl,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,Gd,N,FuseP,764,0,764,0,0,1,0,2,1,TA,4,Typ,0,eNA,Detchd,1965.0,Unf,2,504,TA,TA,N,0,0,0,0,eNA,0,6,2008,WD,Normal,11.198214720130528,73000
176,20,RL,84.0,12615,eNA,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,TA,Y,SBrkr,2158,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2,576,TA,TA,Y,0,29,39,0,MnPrv,0,6,2007,WD,Normal,12.400816722322686,243000
232,60,RL,110.0,15138,eNA,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,Ex,Y,SBrkr,1490,1304,2728,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,146,202,0,eNA,0,7,2009,WD,Normal,12.90669184092882,403000
198,75,RL,110.0,25419,eNA,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,8,4,1918,1990,Gable,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,Gd,Y,SBrkr,1360,1360,2728,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2,795,TA,TA,Y,0,16,552,0,GdPrv,0,3,2006,WD,Abnorml,12.367340793126296,235000
802,30,RM,40.0,4800,eNA,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,Ex,Y,FuseA,1196,0,1196,1,0,1,0,2,1,TA,5,Typ,0,eNA,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,eNA,0,7,2007,WD,Normal,11.607326140391713,109900
683,120,RL,80.0,2887,eNA,Reg,HLS,Inside,Gtl,ClearCr,Norm,1Fam,1Story,6,5,1996,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,Ex,Y,SBrkr,1291,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2,431,TA,TA,Y,307,0,0,0,eNA,0,11,2008,WD,Normal,12.061046873479915,173000
210,20,RL,75.0,8250,eNA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,Ex,Y,SBrkr,1092,0,1092,1,0,1,0,3,1,TA,6,Typ,0,eNA,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,MnPrv,0,7,2008,WD,Normal,11.884489021402711,145000
1238,60,RL,41.0,12393,eNA,IR2,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,Ex,Y,SBrkr,847,1101,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48,0,0,eNA,0,9,2006,WD,Normal,12.180754837545884,195000
820,120,RL,44.0,6371,eNA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Ex,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,Y,192,35,0,0,eNA,0,6,2010,New,Partial,12.319401330837177,224000
511,20,RL,75.0,14559,eNA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1951,2000,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,180,178,1008,Ex,Y,SBrkr,1363,0,1363,1,0,1,0,2,1,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1,288,TA,TA,Y,324,42,0,168,eNA,2000,6,2009,WD,Normal,12.025150109649926,166900
172,20,RL,110.0,31770,eNA,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,441,1080,Fa,Y,SBrkr,1656,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2,528,TA,TA,P,210,62,0,0,eNA,0,5,2010,WD,Normal,12.2783933071098,215000
831,20,RL,80.0,11900,eNA,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,TA,Y,FuseA,1392,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,192,eNA,0,6,2008,WD,Normal,12.01974306733868,166000
845,50,RM,100.0,12665,Grvl,IR1,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,Gd,Y,SBrkr,876,540,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,194,0,eNA,0,6,2008,WD,Normal,11.94405831982697,153900
336,190,RL,85.0,164660,eNA,IR1,HLS,Corner,Sev,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,Ex,Y,SBrkr,1619,167,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,670,0,0,0,eNA,700,8,2008,WD,Normal,12.344311689753939,229650
936,30,RL,52.0,5825,eNA,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,4,5,1926,1953,Gable,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0,Unf,0,600,600,Gd,Y,SBrkr,747,0,747,0,0,1,0,1,1,TA,5,Typ,0,eNA,Detchd,1953.0,Unf,2,528,TA,TA,Y,0,0,32,0,eNA,0,6,2006,WD,Normal,11.288531131754366,79900
73,60,RL,74.0,10141,eNA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,Y,SBrkr,885,833,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,291,eNA,0,12,2009,WD,Normal,12.128111104060462,185000
1399,50,RL,60.0,7200,eNA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,VinylSd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,BLQ,352,676,1208,Gd,Y,FuseA,1136,768,1904,1,0,1,1,3,1,TA,7,Min1,0,eNA,Attchd,1950.0,Unf,1,240,TA,TA,Y,0,0,168,0,GdPrv,0,5,2009,WD,Normal,11.835008964139341,138000
838,160,RM,30.0,1680,eNA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,TA,Y,SBrkr,483,504,987,1,0,1,1,2,1,TA,5,Typ,0,eNA,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,0,0,eNA,0,11,2008,WD,Normal,11.512925464970229,100000
481,20,RL,98.0,16033,eNA,IR1,Lvl,FR2,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,Ex,Y,SBrkr,1850,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772,TA,TA,Y,519,112,0,0,eNA,0,3,2006,WD,Normal,12.694652660348845,326000
786,20,RL,80.0,9790,eNA,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,TA,Y,SBrkr,1342,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,197,eNA,0,9,2009,WD,Normal,11.992260421644849,161500
1000,20,RL,64.0,6762,eNA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,24.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686,Unf,0,501,1187,Ex,Y,SBrkr,1208,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,eNA,Attchd,2006.0,RFn,2,632,TA,TA,Y,105,61,0,0,eNA,0,2,2010,WD,Normal,12.235631447771718,206000
997,20,RL,74.0,10659,eNA,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,915,Unf,0,135,1050,TA,Y,SBrkr,1050,0,1050,1,0,1,0,3,1,TA,6,Typ,0,eNA,Attchd,1961.0,Unf,1,368,TA,TA,Y,0,319,0,0,eNA,0,1,2006,COD,Normal,11.824079893607152,136500
929,20,RL,69.0,11838,eNA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1753,1753,Ex,Y,SBrkr,1788,0,1788,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,202,151,0,0,eNA,0,6,2009,WD,Normal,12.373703486914124,236500
266,20,RL,78.0,12090,eNA,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,TA,Y,SBrkr,1422,0,1422,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1981.0,Fin,2,576,TA,TA,Y,276,0,0,0,GdPrv,0,6,2008,WD,Normal,12.075394321888057,175500
1149,50,RM,60.0,5700,eNA,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,TA,Y,SBrkr,572,539,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1,288,TA,TA,Y,0,0,176,0,eNA,0,8,2008,WD,Normal,11.66907414746016,116900
949,60,RL,65.0,14006,eNA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,eNA,Unf,0,Unf,0,936,936,Ex,Y,SBrkr,936,840,1776,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2,474,TA,TA,Y,144,96,0,0,eNA,0,2,2006,WD,Normal,12.167851432709975,192500
414,30,RM,56.0,8960,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,6,1927,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,Gd,Y,FuseA,1028,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0,0,130,0,eNA,0,3,2010,WD,Normal,11.652687407345388,115000
228,160,RM,30.0,1869,eNA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,6,1970,1970,Gable,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,TA,Y,SBrkr,483,504,987,0,0,1,1,2,1,TA,5,Typ,0,eNA,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,eNA,0,9,2008,WD,Normal,11.571194373094205,106000
513,20,RL,70.0,9100,eNA,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,174,169,864,TA,Y,SBrkr,864,0,864,1,0,1,0,3,1,TA,5,Typ,0,eNA,Detchd,1964.0,Unf,2,624,TA,TA,Y,0,0,0,0,eNA,0,7,2006,WD,Normal,11.77452020265869,129900
1406,120,RM,44.0,3842,eNA,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594,Ex,Y,SBrkr,1646,0,1646,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2,482,TA,TA,Y,128,53,0,155,eNA,0,1,2008,WD,Normal,12.524526376648708,275000
415,60,RL,59.0,11228,eNA,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,Ex,Y,SBrkr,1080,1017,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,TA,TA,Y,196,187,0,0,eNA,0,12,2008,WD,Normal,12.337100907936577,228000
382,20,FV,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,Ex,Y,SBrkr,1301,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,572,TA,TA,Y,216,121,0,0,eNA,0,8,2006,New,Partial,12.142866569626381,187750
1093,50,RL,60.0,8400,eNA,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,Fa,Y,SBrkr,1390,304,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576,TA,TA,Y,342,0,128,0,eNA,0,6,2008,WD,Normal,11.824079893607152,136500
1007,20,RL,74.0,12155,eNA,IR3,Lvl,Inside,Gtl,NAmes,PosN,1Fam,1Story,6,3,1970,1970,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,1237,Unf,0,420,1657,Gd,Y,SBrkr,1657,0,1657,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,1970.0,Unf,2,484,TA,TA,Y,0,0,0,147,eNA,0,3,2007,WD,Normal,12.004568269319446,163500
765,120,RL,30.0,9549,eNA,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Ex,Y,SBrkr,1494,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,30,0,216,eNA,0,4,2006,WD,Normal,12.506177237980511,270000
1411,60,RL,79.0,12420,eNA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,666,Unf,0,278,944,Ex,Y,SBrkr,944,896,1840,1,0,2,1,3,1,Gd,6,Typ,0,eNA,Attchd,2001.0,RFn,2,622,TA,TA,Y,0,45,0,0,eNA,0,6,2009,WD,Normal,12.345834587905333,230000
1409,70,RM,60.0,7740,eNA,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,7,1910,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,622,622,Gd,Y,SBrkr,741,622,1363,0,0,1,0,3,1,TA,6,Typ,0,eNA,Detchd,1966.0,Unf,2,528,TA,TA,Y,0,0,0,168,eNA,0,6,2010,WD,Normal,11.740061037553975,125500
312,20,RL,50.0,8000,eNA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1948,2002,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,972,Ex,Y,SBrkr,972,0,972,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,eNA,0,5,2009,WD,Normal,11.790557201568507,132000
733,60,RL,75.0,11404,eNA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Ex,Y,SBrkr,1153,878,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,84,0,0,eNA,0,7,2008,WD,Normal,12.312682380588432,222500
1057,120,RL,43.0,7052,eNA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,Ex,Y,SBrkr,1364,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,484,TA,TA,Y,192,36,0,0,eNA,0,6,2006,WD,Normal,12.132695175725399,185850
640,120,RL,53.0,3982,eNA,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,Ex,Y,SBrkr,1567,0,1567,1,0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,312,0,0,0,eNA,0,10,2006,New,Partial,12.485827127509431,264561
1251,20,RL,93.0,11160,eNA,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2077,Ex,Y,SBrkr,2110,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,eNA,0,4,2010,WD,Normal,12.404923504275338,244000
747,60,RL,62.5,8795,eNA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,Ex,Y,SBrkr,980,1276,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,54,0,0,eNA,0,4,2009,WD,Normal,12.371587084007746,236000
449,50,RM,50.0,8600,eNA,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,TA,Y,SBrkr,780,596,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,TA,TA,N,0,0,0,0,eNA,0,6,2006,WD,Normal,11.691071650353702,119500
